Id,Time[ns],0:UART: RX/TX
1,10000200.00,[00]
2,10012100.00,[00]
3,10034600.00,[00]
4,10045500.00,[80]
5,10058900.00,[02]
6,10069900.00,[00]
7,10081200.00,[15]
8,10092100.00,[88]
9,10102800.00,[00]
10,10113700.00,[02]
11,10124300.00,[12]
12,10136200.00,!
13,10147100.00,!
14,10158000.00,[11]
15,10168900.00,%
16,10179800.00,#
17,10190700.00,1
18,10201700.00,[83]
19,10212300.00,S
20,10223500.00,[1B]
21,10234400.00,[15]
22,10245300.00,[19]
23,10256300.00,[13]
24,10267200.00,5
25,10278100.00,3
26,10289000.00,[83]
27,10299900.00,s
28,10310800.00,-
29,10321800.00,[1B]
30,10332700.00,%
31,10343600.00,[11]
32,10354500.00,[0D]
33,10365400.00,[1B]
34,10376400.00,5
35,10387300.00,[E5]
36,10401500.00,[8D]
37,10412400.00,[AC]
38,10428800.00,M
39,10439700.00,[B5]
40,10450600.00,[E5]
41,10463700.00,5
42,10474600.00,[8B]
43,10485500.00,[83]
44,10496400.00,[87]
45,10507400.00,[1B]
46,10518300.00,c
47,10529200.00,[8D]
48,10540100.00,[8B]
49,10551000.00,[83]
50,10561900.00,[13]
51,10572900.00,[8D]
52,10583800.00,[A3]
53,10594700.00,[93]
54,10605600.00,[A7]
55,10616500.00,[1B]
56,10627500.00,5
57,10638400.00,#
58,10649300.00,5
59,10660200.00,[0D]
60,10671100.00,[19]
61,10682100.00,5
62,10693000.00,[AD]
63,10703900.00,[8B]
64,10714800.00,c
65,10725700.00,[
66,10736600.00,[A5]
67,10747500.00,[
68,10758500.00,a
69,10769400.00,e
70,10780300.00,[A5]
71,10791200.00,[
72,10802100.00,5
73,10813100.00,#
74,10824000.00,[A5]
75,10834900.00,[13]
76,10845800.00,[8D]
77,10856700.00,[A3]
78,10867600.00,[8D]
79,10878600.00,[A5]
80,10889500.00,[9D]
81,10900400.00,[93]
82,10911300.00,[8D]
83,10922200.00,[A5]
84,10933100.00,1
85,10944100.00,[0D]
86,10955000.00,[8D]
87,10965900.00,[8D]
88,10976800.00,7
89,10987700.00,[97]
90,10998700.00,3
91,11009600.00,3
92,11020500.00,[A5]
93,11031400.00,7
94,11042300.00,-
95,11053300.00,[1B]
96,11064200.00,[13]
97,11075100.00,[0D]
98,11086000.00,[E5]
99,11100200.00,[8D]
100,11111100.00,[AC]
101,11127500.00,M
102,11138400.00,[B5]
103,11149300.00,[E5]
104,11162400.00,5
105,11173300.00,[8B]
106,11184300.00,[83]
107,11195200.00,[83]
108,11206100.00,[1B]
109,11217000.00,g
110,11227900.00,[8D]
111,11238800.00,[8B]
112,11249800.00,[87]
113,11260700.00,[1B]
114,11271600.00,[15]
115,11282500.00,-
116,11293500.00,#
117,11304400.00,[13]
118,11315300.00,[83]
119,11326200.00,[8B]
120,11337100.00,[87]
121,11348000.00,[8D]
122,11358900.00,[8D]
123,11369900.00,[8B]
124,11380800.00,[9B]
125,11391700.00,[93]
126,11402600.00,[8B]
127,11413500.00,[93]
128,11424400.00,[93]
129,11435400.00,[A3]
130,11446300.00,[83]
131,11457200.00,a
132,11468100.00,9
133,11479000.00,[17]
134,11490000.00,[87]
135,11500900.00,[9B]
136,11511800.00,[99]
137,11522700.00,[83]
138,11533600.00,[9B]
139,11544500.00,[83]
140,11555500.00,[8D]
141,11566400.00,[8D]
142,11577300.00,[E5]
143,11591500.00,[8D]
144,11602400.00,[AC]
145,11618800.00,M
146,11629700.00,[B5]
147,11640600.00,[E5]
148,11653700.00,5
149,11664600.00,[8B]
150,11675600.00,[83]
151,11686500.00,[83]
152,11697400.00,Q
153,11708300.00,[0D]
154,11719200.00,-
155,11730200.00,[13]
156,11741100.00,-
157,11752000.00,#
158,11762900.00,1
159,11773800.00,[87]
160,11784700.00,9
161,11795700.00,!
162,11806600.00,#
163,11817500.00,#
164,11828400.00,5
165,11839300.00,9
166,11850200.00,[17]
167,11861200.00,[83]
168,11872100.00,[A3]
169,11883000.00,[A3]
170,11893900.00,[A3]
171,11904800.00,[E5]
172,11919100.00,[0D]
173,62264000.00,[AC]
174,62280300.00,M
175,62291200.00,[B5]
176,62302100.00,[E5]
177,62315300.00,5
178,62326200.00,[8B]
179,62337100.00,[83]
180,62348000.00,[83]
181,62358700.00,;
182,62369800.00,!
183,62380800.00,!
184,62391700.00,[17]
185,62402600.00,[87]
186,62413500.00,[19]
187,62424400.00,[1B]
188,62435400.00,9
189,62446300.00,[8B]
190,62457200.00,[83]
191,62468100.00,[83]
192,62479000.00,[E5]
193,62493300.00,[0D]
194,305667400.00,[AC]
195,305683800.00,M
196,305694700.00,[B5]
197,305705600.00,[E5]
198,305718700.00,u
199,305729600.00,[8B]
200,305740500.00,[83]
201,305751400.00,[87]
202,305762400.00,5
203,305773300.00,e
204,305784200.00,e
205,305795100.00,[19]
206,305806000.00,[87]
207,305816900.00,[8B]
208,305827900.00,[83]
209,305838400.00,[87]
210,305849700.00,[03]
211,305860600.00,7
212,305871600.00,[93]
213,305882500.00,[E5]
214,305896700.00,[0D]
215,477906600.00,[AC]
216,477922900.00,M
217,477933900.00,[B5]
218,477944800.00,[E5]
219,477957900.00,5
220,477968800.00,[8B]
221,477979700.00,[83]
222,477990600.00,[83]
223,478001500.00,[1B]
224,478012400.00,c
225,478023400.00,[8D]
226,478034300.00,[8B]
227,478045200.00,[87]
228,478056100.00,[1B]
229,478067000.00,!
230,478078000.00,!
231,478088900.00,[17]
232,478099800.00,-
233,478110700.00,#
234,478121600.00,1
235,478132500.00,[87]
236,478143500.00,[1B]
237,478154400.00,c
238,478165300.00,[9B]
239,478176200.00,[E5]
240,478190400.00,[1D]
241,514111800.00,C
242,514122700.00,E
243,514135600.00,[D1]
244,514146200.00,[92]
245,514157100.00,[98]
246,514175100.00,[0D]
247,514186000.00,[19]
248,514196900.00,[19]
249,514207800.00,[E5]
250,514222000.00,[8D]
251,514233000.00,[AC]
252,514249300.00,M
253,514260200.00,[B5]
254,514271100.00,[E5]
255,514284200.00,5
256,514295200.00,[8B]
257,514306100.00,[83]
258,514317000.00,[83]
259,514327900.00,[1B]
260,514338800.00,#
261,514349800.00,[8D]
262,514360600.00,A
263,514371600.00,%
264,514382500.00,[0D]
265,514393400.00,-
266,514404300.00,#
267,514415300.00,[87]
268,514426200.00,5
269,514437100.00,[03]
270,514448000.00,-
271,514458900.00,[17]
272,514469800.00,[E5]
273,514484100.00,[0D]
274,514497000.00,V
275,514510000.00,[80]
276,514522100.00,[96]
277,514533400.00,[98]
278,514548300.00,[12]
279,514560000.00,2
280,514571500.00,2
281,514583000.00,r
282,514597800.00,[16]
283,514609300.00,B
284,514620900.00,B
285,514632400.00,&
286,514643900.00,[06]
287,514655400.00,f
288,514666900.00,F
289,514678400.00,B
290,514690000.00,"
291,514701500.00,[E5]
292,514716200.00,[0D]
293,514726900.00,N
294,514740300.00,[92]
295,514752100.00,[93]
296,514766900.00,[92]
297,514778400.00,[12]
298,514791100.00,i
299,514804700.00,*
300,514816200.00,2
301,514827800.00,j
302,514839300.00,.
303,514850800.00,[82]
304,514862300.00,2
305,514873900.00,[06]
306,514885400.00,[1A]
307,514896900.00,&
308,514908400.00,*
309,514919900.00,[06]
310,514931400.00,F
311,514943000.00,[06]
312,514954600.00,Z
313,514966400.00,[16]
314,514977900.00,[06]
315,514989400.00,"
316,515000900.00,:
317,515012500.00,b
318,515023900.00,j
319,515035500.00,*
320,515047000.00,[06]
321,515058500.00,[06]
322,515070000.00,:
323,515081600.00,f
324,515093100.00,f
325,515104600.00,[16]
326,515116100.00,j
327,515127600.00,2
328,515139200.00,[12]
329,515150700.00,[06]
330,515162200.00,[0A]
331,515173700.00,[06]
332,515185200.00,[06]
333,515196800.00,[06]
334,515208300.00,[06]
335,515219700.00,N
336,515231500.00,[06]
337,515243000.00,F
338,515254500.00,"
339,515266000.00,[0E]
340,515277500.00,"
341,515289100.00,[1A]
342,515300600.00,R
343,515312100.00,j
344,515323700.00,[0A]
345,515335200.00,[0E]
346,515346700.00,[06]
347,515358200.00,2
348,515369700.00,.
349,515381200.00,[1A]
350,515392800.00,[06]
351,515404300.00,*
352,515415800.00,2
353,515427300.00,[06]
354,515438500.00,[0A]
355,515450300.00,[06]
356,515461800.00,[06]
357,515473400.00,[0E]
358,515484900.00,[06]
359,515496300.00,F
360,515508000.00,[0E]
361,515519600.00,"
362,515531200.00,[1A]
363,515542700.00,R
364,515554200.00,j
365,515565800.00,[10]
366,515577200.00,[0E]
367,515588700.00,[06]
368,515600300.00,[12]
369,515611800.00,6
370,515623300.00,2
371,515634900.00,[0A]
372,515646400.00,[06]
373,515657900.00,[06]
374,515669400.00,4
375,515682000.00,[0E]
376,515693500.00,[06]
377,515705000.00,[E0]
378,515720100.00,[8D]
379,515732100.00,[90]
380,515745500.00,h
381,515757700.00,$
382,515770200.00,r
383,515781900.00,2
384,515796600.00,f
385,515808200.00,B
386,515819700.00,[16]
387,515831200.00,[06]
388,515842600.00,2
389,515854200.00,[1A]
390,515865800.00,[12]
391,515877300.00,[82]
392,515888800.00,[06]
393,515900300.00,F
394,515911900.00,N
395,515923400.00,[06]
396,515934800.00,[1A]
397,515946400.00,6
398,515957900.00,[06]
399,515969400.00,[06]
400,515980900.00,[0E]
401,515992500.00,"
402,516004000.00,Z
403,516015500.00,.
404,516027000.00,F
405,516038500.00,[06]
406,516050000.00,:
407,516061600.00,[06]
408,516073100.00,[06]
409,516084600.00,[CA]
410,516096200.00,[06]
411,516107700.00,b
412,516119200.00,&
413,516130700.00,F
414,516142200.00,[E5]
415,516156900.00,[1D]
416,516167600.00,V
417,516180300.00,.
418,516192600.00,[96]
419,516208700.00,[89]
420,516220300.00,[01]
421,516231700.00,i
422,516243200.00,[19]
423,516254800.00,i
424,516266300.00,[99]
425,516277800.00,[95]
426,516290000.00,[D6]
427,516415500.00,N
428,516429400.00,V
429,516441600.00,[CB]
430,516456500.00,9
431,516470100.00,[CA]
432,516481700.00,f
433,516493200.00,[16]
434,516504700.00,8
435,516517000.00,[D9]
436,516531000.00,Y
437,516542000.00,&
438,516553800.00,[99]
439,516564900.00,[87]
440,516575900.00,B
441,516587700.00,[A2]
442,516599200.00,[1A]
443,516610700.00,f
444,516622300.00,j
445,516633800.00,[B6]
446,516645300.00,[16]
447,516656800.00,[06]
448,516668400.00,[A2]
449,516679900.00,[00]
450,516691000.00,g
451,516704500.00,[98]
452,516719700.00,s
453,516734200.00,[86]
454,516745900.00,[16]
455,516757500.00,[06]
456,516769000.00,[86]
457,516780500.00,`
458,516796600.00,*
459,516808300.00,B
460,516820100.00,[06]
461,516831300.00,[9A]
462,516843100.00,[16]
463,516854600.00,[06]
464,516865700.00,[9A]
465,516877600.00,[80]
466,516888300.00,3
467,516898700.00,e
468,516910000.00,9
469,516922400.00,[0D]
470,516932800.00,F
471,516944300.00,M
472,516955800.00,N
473,516967400.00,H
474,516980000.00,$
475,516991800.00,[A6]
476,517005800.00,d
477,517017700.00,[A4]
478,517028200.00,H
479,517043000.00,Y
480,517053400.00,R
481,517063900.00,[84]
482,517076500.00,r
483,517091200.00,[82]
484,517102800.00,&
485,517114300.00,B
486,517125800.00,[82]
487,517137400.00,[12]
488,517148900.00,[0E]
489,517160400.00,F
490,517171900.00,[16]
491,517183400.00,[0E]
492,517194700.00,2
493,517206500.00,j
494,517218000.00,r
495,517229500.00,*
496,517241100.00,[16]
497,517252600.00,r
498,517264000.00,[06]
499,517275500.00,2
500,517287100.00,F
501,517298600.00,Z
502,517310200.00,[06]
503,517321700.00,[06]
504,517333200.00,f
505,517344700.00,F
506,517356300.00,B
507,517367800.00,"
508,517379300.00,[E5]
509,517394000.00,[1D]
510,519407400.00,[94]
511,519421000.00,f
512,519436900.00,[B2]
513,519448500.00,[86]
514,519460000.00,[C6]
515,519471500.00,[06]
516,519483000.00,[16]
517,519494500.00,[06]
518,519506000.00,2
519,519517600.00,j
520,519529100.00,r
521,519540600.00,B
522,519552100.00,F
523,519563700.00,f
524,519575200.00,[1A]
525,519586700.00,6
526,519598200.00,[1A]
527,519609700.00,[06]
528,519621200.00,2
529,519632800.00,B
530,519644300.00,6
531,519655800.00,j
532,519667300.00,[06]
533,519678900.00,"
534,519690400.00,[1A]
535,519701900.00,R
536,519713500.00,j
537,519725000.00,[06]
538,519736400.00,*
539,519748000.00,[06]
540,519759500.00,[06]
541,519771000.00,[1A]
542,519782600.00,F
543,519794100.00,f
544,519805600.00,[06]
545,519817100.00,V
546,519828600.00,*
547,519840100.00,J
548,519851700.00,[0E]
549,519863200.00,[06]
550,519874700.00,&
551,519886200.00,B
552,519897800.00,[06]
553,519909200.00,2
554,519920800.00,[06]
555,519932300.00,F
556,519943800.00,[06]
557,519955300.00,f
558,519966900.00,B
559,519978400.00,F
560,519989900.00,j
561,520001500.00,[06]
562,520012900.00,N
563,520024400.00,2
564,520036000.00,[06]
565,520047500.00,*
566,520059000.00,[82]
567,520070600.00,2
568,520082100.00,B
569,520093600.00,[16]
570,520105100.00,j
571,520116600.00,[82]
572,520128100.00,r
573,520139700.00,f
574,520151200.00,b
575,520162700.00,[0A]
576,520174200.00,[06]
577,520185800.00,Z
578,520197600.00,[E5]
579,520212300.00,[0D]
580,520223100.00,V
581,520235700.00,.
582,520248300.00,[96]
583,520264200.00,[81]
584,520275600.00,[09]
585,520287200.00,[89]
586,520298200.00,i
587,520310200.00,[19]
588,520321700.00,[09]
589,520333300.00,[19]
590,520344800.00,[89]
591,520356300.00,[09]
592,520367800.00,i
593,520381500.00,[E5]
594,520396200.00,[8D]
595,520408500.00,[CE]
596,520420700.00,[A3]
597,520432900.00,U
598,520445100.00,[DB]
599,520455500.00,[14]
600,520467400.00,[0A]
601,520478500.00,[BA]
602,520492900.00,[87]
603,520504000.00,Y
604,520515200.00,G
605,520526300.00,g
606,520537400.00,[87]
607,520548500.00,[9B]
608,520559600.00,[87]
609,520570800.00,[8D]
610,520581900.00,[87]
611,520593100.00,[A3]
612,520604200.00,[87]
613,520615300.00,[8D]
614,520626400.00,[A5]
615,520637600.00,1
616,520648700.00,[97]
617,520659800.00,9
618,520671000.00,[1D]
619,520682100.00,[87]
620,520693200.00,[95]
621,520704300.00,[9D]
622,520715500.00,[95]
623,520726600.00,[99]
624,520737700.00,[97]
625,520748800.00,9
626,520760000.00,[A5]
627,520771100.00,7
628,520782300.00,-
629,520793400.00,[1B]
630,520804500.00,[17]
631,520815600.00,[0D]
632,520826800.00,[87]
633,520837900.00,[A7]
634,520849000.00,e
635,520860200.00,[0D]
636,520871300.00,[0D]
637,520882400.00,[87]
638,520893500.00,[8D]
639,520904700.00,[9D]
640,520915800.00,[87]
641,520926900.00,[9B]
642,520938000.00,[87]
643,520949200.00,[9B]
644,520960300.00,[9B]
645,520971500.00,[87]
646,520982600.00,[A5]
647,520993700.00,[87]
648,521004800.00,[9B]
649,521015900.00,[87]
650,521027100.00,[8B]
651,521038300.00,[87]
652,521049400.00,[8D]
653,521060500.00,[8B]
654,521071600.00,[95]
655,521082700.00,[87]
656,521093900.00,[87]
657,521105000.00,[A9]
658,521116100.00,[87]
659,521127300.00,[87]
660,521138400.00,[87]
661,521149500.00,[87]
662,521160700.00,[AD]
663,521171800.00,[E5]
664,521186400.00,[8D]
665,521200900.00,u
666,521214200.00,5
667,521227500.00,9
668,521238600.00,9
669,521249700.00,[87]
670,521260800.00,m
671,521271900.00,#
672,521283100.00,-
673,521294300.00,[17]
674,521305400.00,[87]
675,521316500.00,[A5]
676,521327600.00,[87]
677,521338700.00,m
678,521349900.00,w
679,521361000.00,[8B]
680,521372100.00,[87]
681,521383300.00,[A7]
682,521394400.00,[06]
683,521405800.00,[87]
684,521417000.00,[87]
685,521428200.00,[87]
686,521439400.00,[87]
687,521450600.00,[87]
688,521461800.00,[93]
689,521473100.00,[9D]
690,521484200.00,[AD]
691,521495400.00,[E5]
692,521510100.00,[8D]
693,521524500.00,u
694,521537800.00,[9D]
695,521548900.00,[1D]
696,521562200.00,5
697,521573400.00,%
698,521584500.00,%
699,521595600.00,9
700,521606800.00,[87]
701,521617900.00,;
702,521629000.00,!
703,521640200.00,!
704,521651300.00,[17]
705,521662400.00,[87]
706,521673500.00,%
707,521684700.00,!
708,521695800.00,7
709,521707000.00,5
710,521718100.00,[87]
711,521729200.00,[A7]
712,521740300.00,3
713,521751400.00,[1B]
714,521762600.00,!
715,521773700.00,%
716,521784900.00,[87]
717,521796000.00,[19]
718,521807100.00,[17]
719,521818200.00,[1B]
720,521829400.00,[1D]
721,521840500.00,[07]
722,521851600.00,[AD]
723,521862700.00,[E5]
724,521877400.00,[8D]
725,521889600.00,S
726,521900800.00,R
727,521911900.00,R
728,521926200.00,Z
729,521940700.00,[87]
730,521951800.00,[11]
731,521963000.00,-
732,521974100.00,7
733,521985200.00,[17]
734,521996300.00,'
735,522007400.00,[87]
736,522018500.00,[85]
737,522029700.00,[87]
738,522040800.00,[97]
739,522052000.00,[A7]
740,522063200.00,[87]
741,522074400.00,%
742,522085500.00,9
743,522096600.00,'
744,522107700.00,)
745,522118800.00,[87]
746,522129900.00,[85]
747,522141100.00,[87]
748,522152200.00,[97]
749,522163300.00,[87]
750,522174400.00,[87]
751,522185600.00,[87]
752,522196700.00,[87]
753,522207800.00,[87]
754,522218900.00,[87]
755,522230100.00,[87]
756,522241200.00,[A3]
757,522252200.00,[87]
758,522263300.00,[19]
759,522274500.00,9
760,522285600.00,'
761,522296700.00,)
762,522307800.00,[87]
763,522318900.00,[85]
764,522330100.00,[87]
765,522341200.00,[9B]
766,522352200.00,[97]
767,522363400.00,[87]
768,522374600.00,[87]
769,522385700.00,[87]
770,522396800.00,[87]
771,522407900.00,[87]
772,522419000.00,[87]
773,522430200.00,[E5]
774,522444700.00,[0D]
775,541294400.00,[D3]
776,541305300.00,[93]
777,541315700.00,[A3]
778,541332200.00,]
779,541345500.00,[0D]
780,541356700.00,[07]
781,541367800.00,5
782,541378900.00,[87]
783,541390000.00,[85]
784,541401100.00,[87]
785,541412300.00,[9D]
786,541423400.00,[87]
787,541434700.00,[A7]
788,541445800.00,g
789,541456900.00,G
790,541468000.00,w
791,541479100.00,7
792,541490200.00,[
793,541501400.00,[97]
794,541512500.00,[AD]
795,541523700.00,[E5]
796,541538400.00,[8D]
797,541550100.00,[92]
798,541560700.00,[A3]
799,541577200.00,[E5]
800,541590500.00,'
801,541601700.00,-
802,541612800.00,[07]
803,541623900.00,A
804,541635000.00,[07]
805,541646100.00,[0D]
806,541657300.00,9
807,541668500.00,)
808,541679600.00,[1D]
809,541690700.00,1
810,541701800.00,5
811,541712900.00,A
812,541724100.00,[17]
813,541735200.00,[0D]
814,541746300.00,[07]
815,541757500.00,5
816,541768600.00,[8B]
817,541779700.00,[99]
818,541790800.00,[E5]
819,541805400.00,[0D]
820,542237100.00,[D3]
821,542247800.00,[93]
822,542258300.00,[A3]
823,542274800.00,[9D]
824,542288100.00,7
825,542299200.00,[1B]
826,542310400.00,[A3]
827,542321500.00,5
828,542332700.00,9
829,542343800.00,9
830,542354900.00,A
831,542366000.00,1
832,542377200.00,[1B]
833,542388300.00,[1D]
834,542399400.00,#
835,542410500.00,[8B]
836,542421700.00,[87]
837,542432800.00,[87]
838,542443900.00,[07]
839,542455100.00,[87]
840,542466200.00,[E5]
841,542481000.00,[8D]
842,542492700.00,[A6]
843,542503700.00,[A6]
844,542514500.00,[A3]
845,542531100.00,[9D]
846,542544400.00,7
847,542555600.00,[1B]
848,542566700.00,[A3]
849,542577800.00,5
850,542588900.00,9
851,542600000.00,9
852,542611200.00,A
853,542622300.00,%
854,542633500.00,[0D]
855,542644600.00,[03]
856,542655700.00,[8B]
857,542666800.00,[87]
858,542677800.00,[87]
859,542689100.00,[07]
860,542700200.00,[87]
861,542711400.00,[E5]
862,542726200.00,[9D]
863,542737600.00,[A6]
864,542749400.00,[D3]
865,542762700.00,[14]
866,542776000.00,[9D]
867,542789300.00,7
868,542800400.00,[1B]
869,542811600.00,[A3]
870,542822700.00,[19]
871,542833900.00,;
872,542845000.00,[1B]
873,542856100.00,A
874,542867200.00,[07]
875,542878400.00,[1D]
876,542889500.00,[17]
877,542900600.00,[17]
878,542911700.00,5
879,542922900.00,[1B]
880,542934000.00,#
881,542945100.00,[87]
882,542956300.00,[8B]
883,542967400.00,[87]
884,542978500.00,[87]
885,542989600.00,[07]
886,543000800.00,[00]
887,543017500.00,f
888,543028700.00,f
889,543040900.00,[A6]
890,543052000.00,[A6]
891,543063100.00,[A6]
892,543074500.00,[B0]
893,543085400.00,[B3]
894,543097600.00,S
895,543108800.00,[C6]
896,543121000.00,[E3]
897,543134300.00,[BA]
898,543145400.00,[DA]
899,543159800.00,A
900,543170900.00,'
901,543182000.00,7
902,543193100.00,[1B]
903,543204300.00,[A3]
904,543215400.00,[19]
905,543226600.00,;
906,543237700.00,[1B]
907,543248800.00,A
908,543259900.00,[07]
909,543271100.00,[1D]
910,543282200.00,[17]
911,543293300.00,[17]
912,543304400.00,5
913,543315600.00,[1B]
914,543326700.00,#
915,543337800.00,[8D]
916,543349000.00,[8B]
917,543360100.00,[83]
918,543371200.00,[87]
919,543382300.00,[07]
920,543393400.00,[00]
921,543405500.00,M
922,543416600.00,e
923,543428800.00,[B2]
924,543439900.00,[B3]
925,543453500.00,[E8]
926,543469700.00,[8D]
927,543480800.00,[8D]
928,543492000.00,[E5]
929,543506500.00,[0D]
930,543559900.00,[D3]
931,543570500.00,[92]
932,543581100.00,[A3]
933,543597700.00,[CD]
934,543611000.00,[1B]
935,543622100.00,5
936,543633200.00,[1D]
937,543644400.00,[87]
938,543655500.00,[85]
939,543666700.00,[87]
940,543677800.00,[87]
941,543688900.00,[95]
942,543700200.00,[E5]
943,543714900.00,[8D]
944,543726200.00,[A3]
945,543741700.00,[EA]
946,543756000.00,[1B]
947,543767200.00,7
948,543778300.00,[87]
949,543789400.00,-
950,543800500.00,7
951,543811700.00,[87]
952,543822800.00,[85]
953,543833900.00,[87]
954,543845100.00,[C8]
955,543858900.00,[8D]
956,543870000.00,[95]
957,543881100.00,[97]
958,543892300.00,[87]
959,543903400.00,[99]
960,543914600.00,[99]
961,543925700.00,[97]
962,543936800.00,[E5]
963,543951600.00,[8D]
964,543963700.00,[D3]
965,543974400.00,[93]
966,543984900.00,[A3]
967,543996800.00,[98]
968,544007700.00,[93]
969,544021400.00,t
970,544032600.00,[D4]
971,544043200.00,h
972,544054800.00,[D4]
973,544065300.00,h
974,544077200.00,T
975,544089400.00,Z
976,544103800.00,[87]
977,544114900.00,[99]
978,544126100.00,[9B]
979,544137300.00,[87]
980,544148400.00,[87]
981,544159500.00,[E5]
982,544174300.00,[8D]
983,544189200.00,[92]
984,544200500.00,[93]
985,544212100.00,[1B]
986,544226300.00,Y
987,544237600.00,[1D]
988,544248700.00,e
989,544259800.00,Y
990,544270900.00,U
991,544282100.00,c
992,544293200.00,q
993,544304400.00,[87]
994,544315500.00,7
995,544326600.00,w
996,544337700.00,[
997,544348800.00,[83]
998,544360000.00,[B9]
999,544371100.00,[B9]
1000,544382300.00,[B9]
1001,544393400.00,[E5]
1002,544408000.00,[8D]
1003,544419200.00,[A4]
1004,544434600.00,:
1005,544448800.00,6
1006,544460200.00,7
1007,544471300.00,[1B]
1008,544482400.00,[87]
1009,544493500.00,[07]
1010,544504700.00,-
1011,544515800.00,#
1012,544526900.00,[87]
1013,544538100.00,[19]
1014,544549200.00,5
1015,544560400.00,[17]
1016,544571500.00,[E5]
1017,544586100.00,[8D]
1018,544597800.00,[93]
1019,544609400.00,[D3]
1020,544620000.00,[91]
1021,544631700.00,S
1022,544645900.00,[BA]
1023,544660400.00,[87]
1024,544671600.00,[07]
1025,544682700.00,[1D]
1026,544693800.00,[1B]
1027,544704900.00,[17]
1028,544716000.00,[87]
1029,544727200.00,#
1030,544738400.00,[15]
1031,544749500.00,%
1032,544760600.00,;
1033,544771700.00,5
1034,544782900.00,[1B]
1035,544794000.00,[8B]
1036,544805100.00,[87]
1037,544816200.00,[9D]
1038,544827400.00,[87]
1039,544838500.00,[87]
1040,544849600.00,[E5]
1041,544860100.00,[D6]
1042,544876300.00,[93]
1043,544887900.00,[D3]
1044,544898900.00,Q
1045,544910100.00,S
1046,544924100.00,2
1047,544934600.00,t
1048,544950000.00,7
1049,544961200.00,7
1050,544972300.00,[1B]
1051,544983400.00,[87]
1052,544994500.00,3
1053,545005700.00,[1B]
1054,545016800.00,5
1055,545028000.00,[1D]
1056,545039100.00,[8B]
1057,545050200.00,[87]
1058,545061300.00,9
1059,545072500.00,[87]
1060,545083600.00,[87]
